[02:05:09 | 13-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1c2c49ae998396441501f8f30dc0126a153ab6fb0e0c9b30ae6b03ba3fe7cd81
[09:23:17 | 16-02-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:23:20 | 16-02-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:17:42 | 17-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x00773f20a64977bbd761e92b30d0a0aee54ce5e45b2323485f356a9054fcbf3e
[09:17:49 | 17-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4fa63949e9917e0176fd5d54d7cd048b0052a24f6e90b7c23be4f1ca15a1835b
[09:20:52 | 17-02-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:20:55 | 17-02-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:13:44 | 18-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb7fea2a526561887c0b1648095fcc5fbb832605c00a2e92902f54e9bb5b24f5a
[09:14:13 | 18-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8f98abcaa65c8bbdf49ca7587f2f748edb2aa5cfeaff7bb80cf7f4532ad29954
[09:17:16 | 18-02-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:17:19 | 18-02-2025] Bridge Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:14:56 | 19-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1d0bdb0fd01bfe928da52e0588671eccb8eb0b506ba61729a46fc542071216ac
[09:15:16 | 19-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7604cce7300346401692fda08f8ead407e6828c7b59365da5a7b780fec975597
[09:18:19 | 19-02-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:18:22 | 19-02-2025] Bridge Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:15:20 | 20-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb5a10634fe80be699a1b432610d23979bd711b6c00cd5de7b3742de827f62b2d
[09:15:37 | 20-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4ec20767896920e0e900f36f35b544c9d8e67a8904991640269b886c8aa669af
[09:18:39 | 20-02-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:18:42 | 20-02-2025] Bridge Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:15:32 | 21-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x16c5bafb775f29100cb1e8b2a3eab16ce5a4f73adbc889a86afa67ca11b5ef12
[09:15:50 | 21-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7d298e022857a94689e865d46a676e97d7c7caeed526319bab8b464c0571a59d
[09:18:53 | 21-02-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:18:55 | 21-02-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:12:15 | 22-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb76df1b94b1884cf179f4a44f1ca2e6d835092e8aaccf8e083196218bc89809c
[09:15:18 | 22-02-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:15:21 | 22-02-2025] Bridge Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:20:13 | 23-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x8680884c891c621f21561522dcd39acbd1ec6bf5d60261abe729a1b0a095c425
[09:20:26 | 23-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfb038880fa643a2e1e990884eb568c03a856fdcae70b6769e1200ec305fbf48b
[09:23:29 | 23-02-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:23:31 | 23-02-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:19:27 | 24-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x5e06ab792af92ab84981c271bc557c9d639bf9bac880cf2c40e5e13ace98a60c
[09:19:40 | 24-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x04aece3efa474914e3f0158170e0f9f62740a9626f2c5c0892da4093daa6949a
[09:22:43 | 24-02-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:22:46 | 24-02-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:18:15 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xcaf62e729201fd07303c3b8320c098f57742f8b1aa8c8a35471fbdc7bbb58ac3
[09:21:19 | 25-02-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:21:22 | 25-02-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:17:31 | 26-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xe382bc5415ea9b11bf86b9f41f84bc7a14e609a51a27bd2c60e2a23bad9e7dc9
[09:17:37 | 26-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf179959450b6ea1e7b88ebe629c1360bcc6887ac4f5e68546f8dba35f4a087df
[09:20:40 | 26-02-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:20:43 | 26-02-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:18:32 | 27-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x6560836440d7a990ddc12573201b1ce151731490e28732e04a1361503168c531
[09:18:48 | 27-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7a1efe26c8bd44f1936bb4fadbf7bc70a17efe835a6f5ec329a383a2ece497bd
[09:21:51 | 27-02-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:21:54 | 27-02-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:18:52 | 28-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x0424520f04b52f5570dbf36febe28e2e3a6c7e71db72a9bfb3ba469b12682d05
[09:19:04 | 28-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x260ca5874ea3f6be69f4baecaf1677bab84421d26075f3788f9253f650138112
[09:22:07 | 28-02-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:22:11 | 28-02-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:22:52 | 01-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x96f721955a74947077a5d3c0d51a740880f51be30a49ada7bcfbcf22bec6b056
[09:23:15 | 01-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x175dfa45d85809794224eadfcd8b7da2dde3832a44931e29a2744933ac9cbef0
[09:26:19 | 01-03-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:26:22 | 01-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:21:54 | 02-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1e739c7c42509060e1cd975dea73431cc61eb01053f5d26fdf12ae59a12bb7a8
[09:22:01 | 02-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x1383c8078b2542699a7d16c560f83bad162ae390dc63e602e43f19eaaf258c5e
[09:25:04 | 02-03-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:25:07 | 02-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:20:19 | 03-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd159905727ff5b39c45da58df5f6cbd6ed76c0035425c9fd9070f50fa4b39481
[09:20:26 | 03-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9697a3d8145f8a3e0f656c1c3a4c390a7792ca8b9c1bf661bc9c37b2888b9ab7
[09:23:29 | 03-03-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:23:32 | 03-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:19:42 | 04-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x173432630953aee155c979fe4977b4ec987d358707dd0b8007b1bc62bc7302dd
[09:19:53 | 04-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb37b097aafb7daa8f9a997e15acbb4d23ceda4c487ec8e4f9b1d4ed8b79d3b61
[09:22:56 | 04-03-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:22:59 | 04-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:19:51 | 05-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3cde3fab7c87db400b03b5f4efa91f06e2fee0c22c70533916749c57bcacfa90
[09:22:54 | 05-03-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:22:57 | 05-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:19:47 | 06-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x55624eb936c3541dbbea62cc5ad8e71e8317de0fb1e1dd24498ba0526b8b57e8
[09:20:02 | 06-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xdb913e9845bf28b073ff384a2d059843ce38f2301897ceb23cb964d652e701f6
[09:23:06 | 06-03-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:23:09 | 06-03-2025] Bridge Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:20:36 | 07-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x4788712afa92897e15cf4d73802aa5dc585db65e8fa53af875c6d6592b053828
[09:20:51 | 07-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x63797d6357c2055f9ae45d31d982dbd60c0a1f9e89a98b820340ba40d788ae15
[09:23:54 | 07-03-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:23:57 | 07-03-2025] Bridge Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[08:56:15 | 08-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xf25fe72cda8c4a7d1696a9919398f4733b962c79b67ac6c895104bb4fd8b05a1
[08:56:26 | 08-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe19eca8da15d3b40a48353b3ec8d2d40bc57508746d0707cff59f2cf3ebdd126
[08:59:29 | 08-03-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[08:59:32 | 08-03-2025] Bridge Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:01:29 | 09-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x01016dffcdbfb741c7b636391c7ac6c81f582e12155505e8bbd61d102ddbe74d
[09:01:36 | 09-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe3433bf755dcd82ba9306289bd30e09f62947402719aa99e101360fab7c0116e
[09:04:39 | 09-03-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:04:42 | 09-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:02:38 | 10-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x7619c22ebbb37351c491fb22c533840df303c1e5907e32d794eb359ba34e5e02
[09:02:51 | 10-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2d1d9a25e082c23290a5b73b4f81634b95760afe3f4fb1ecf0eee450f4a41c45
[09:05:54 | 10-03-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:05:57 | 10-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:20:41 | 11-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd4ae81ddca5ffd19f8feb4286160a68ae2b946747cffc309df71201ba0e917e3
[09:20:50 | 11-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd8d06da9ea3d1ef847a3597499e26dfede27d192671da999ca4335bccd4463b4
[09:23:53 | 11-03-2025] Transfer Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
[09:23:57 | 11-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:20:04 | 12-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfdd1c22d765688cd9e57509fa8e56a39e7cff14502fd5037e057485c71a80acc
[09:23:07 | 12-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:23:09 | 12-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:21:41 | 13-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc2f5d12b56bc85c6f9495ace3a939f134b052b016fa8e3ea65c7f6813fe8fc06
[09:24:44 | 13-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:24:47 | 13-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:19:50 | 14-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb2dda9782fda8c6f031ecf235caa02699dd4906a051e0a801a00923664e63ec8
[09:22:53 | 14-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:22:56 | 14-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:18:04 | 15-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x82339097f89be526d9b818725570b87a51b59bdc233c4c97cb408f3b76b34813
[09:21:07 | 15-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:21:09 | 15-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:25:28 | 16-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xdb0483e41abd51f7a8f93342deb2e6be2e56fd5e386db6266a8aec10f493b6f3
[09:28:31 | 16-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:28:34 | 16-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:28:16 | 17-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe880e9511140ca566ed3b3b180a9f2eea252b4c92efbf6055ff20b16065257af
[09:31:19 | 17-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:31:22 | 17-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:23:02 | 18-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x897bb3561ead0942c53a38c0874ba50f01e558026793d0125d4593d9c0fde8fe
[09:26:05 | 18-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:26:08 | 18-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:22:04 | 19-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x1bb0e2a824c6763cd03861759093d895b7bc6e305d673a83a2cd16c5c270842b
[09:25:07 | 19-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:25:10 | 19-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:21:17 | 20-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x965a54dd4dedb8a529c412576d4d48d5ae058b7710beb3d4094c708a4ff84faa
[09:24:20 | 20-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:24:23 | 20-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:22:40 | 21-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9411fbb4aaa4c560e2160bf573480de805397f75790cfeba548e7dd5ae1d9e6d
[09:25:43 | 21-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:25:46 | 21-03-2025] Bridge Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
Error:
[09:19:38 | 22-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9bbd2638ffb5f703c2a578e8c97143f04a5c67a945ebd7ab32b698ddd69d474e
[09:22:41 | 22-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:22:45 | 22-03-2025] Bridge Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
Error:
[09:28:27 | 23-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xba352c6f92e8bdc003402a8385273e393b1a5e60320e610ff2085d6386f488eb
[09:31:30 | 23-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:31:32 | 23-03-2025] Bridge Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
Error:
[09:27:00 | 24-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5a4a55d2ff6bcf23f3cbcee032a53c8c999cc749e1af9a0a2093a11bf2b24745
[09:30:03 | 24-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:30:06 | 24-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:23:36 | 25-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2c59d7a9d07b35cbe7ee2af0b06a8563faad83b8bc4ff42c6418902689c8a5a6
[09:26:39 | 25-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:26:42 | 25-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:23:00 | 26-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xcbc831a4a02db5a022d049c9c487422329fa96086601e17b8f0f69b70f4b86a5
[09:26:04 | 26-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:26:07 | 26-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:23:04 | 27-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x6d51ff3858393eff71dd3a4935a28404018a9731765b948bc4f02c421ca9fd3d
[09:26:08 | 27-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:26:11 | 27-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:24:13 | 28-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4b3c794fd25e0aa7c8c72cb021fe9be8fd6d3aa071853ded30c6bdb3afcba776
[09:27:16 | 28-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:27:19 | 28-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:21:38 | 29-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x42de5a59c33b2b9993cf03d25dfe5ee3d80d96194594837d02a0f57551f1975d
[09:24:41 | 29-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:24:44 | 29-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:36:53 | 30-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa307e8c8dc90a618ad6bd500860af88d21e87f2df5500f436f522917ddec460e
[09:39:56 | 30-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:39:58 | 30-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:28:40 | 31-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4dec58733133d7b70df262370fddd4940b6badcd239f3e3f0e1afed8bdb3e604
[09:31:43 | 31-03-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:31:46 | 31-03-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:42:49 | 01-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x33f762a80d64b5f096f4942d8f105245c7d49c53177bd4dd5af72778ac443758
[09:45:52 | 01-04-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:45:55 | 01-04-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:25:14 | 02-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4f142346a46be8d8866a296664848bf815801a32a3b557a16d0ea1d7bc125a85
[09:28:17 | 02-04-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:28:20 | 02-04-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:24:17 | 03-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe1663054f55d93f5dbeb480c34c10dbc141764c49587f3db6af37f11410a3607
[09:27:20 | 03-04-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:27:24 | 03-04-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:23:36 | 04-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x60e99f6f0abe774c3c0cd527e690b0bf013cdbf74690f26e01028de1e018d3d4
[09:26:40 | 04-04-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:26:42 | 04-04-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
[09:21:52 | 05-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xae54cfea92acec4c72618590106ef7edfbd403cd8cc2f0bdedde1f9dbfdda127
[09:24:55 | 05-04-2025] Transfer Task failed for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93: Request failed with status code 400
[09:24:58 | 05-04-2025] Bridge Task successful for 0x897FbD68716EE068DB7FFCB8E42db1C10c18cC93
Error:
